Domain,Emails,Company Name,Privacy Policy URL,Credit Bureau,Phone Numbers,Address,Health,Company Legal Name,Company Domain,Company Domain Aliases,Company Url,Company Site Phone Numbers,Company Site Email Addresses,Company Category Sector,Company Category Industry Group,Company Category Industry,Company Category Sub Industry,Company Category Sic Code,Company Category Naics Code,Company Tags,Company Description,Company Founded Year,Company Location,Company Time Zone,Company Utc Offset,Company Geo Street Number,Company Geo Street Name,Company Geo Sub Premise,Company Geo City,Company Geo Postal Code,Company Geo State,Company Geo State Code,Company Geo Country,Company Geo Country Code,Company Geo Lat,Company Geo Lng,Company Logo,Company Facebook Handle,Company Linkedin Handle,Company Twitter Handle,Company Twitter Id,Company Twitter Bio,Company Twitter Followers,Company Twitter Following,Company Twitter Location,Company Twitter Site,Company Twitter Avatar,Company Crunchbase Handle,Company Type,Company Ticker,Company Identifiers Us Ein,Company Phone,Company Metrics Alexa Us Rank,Company Metrics Alexa Global Rank,Company Metrics Employees,Company Metrics Employees Range,Company Metrics Market Cap,Company Metrics Raised,Company Metrics Annual Revenue,Company Metrics Estimated Annual Revenue,Company Metrics Fiscal Year End,Company Tech,Company Parent Domain,YDR URL
"sawyerlists.com","admin@sawyerdatadirect.com;info@sawyerdatadirect.com;privacy@sawyerdatadirect.com","Sawyer Data Direct","","","+1 800-327-3595,+1 206-708-4062,+1 206-285-7058","3213 W Wheeler St #258, Seattle, WA 98199, USA","","Sawyer Lists LLC","sawyerdatadirect.com","sawyerlists.com","","+1 800-327-3595,+1 206-708-4062,+1 206-285-7058","info@sawyerdatadirect.com,privacy@sawyerdatadirect.com","","","","","","","","","","3213 W Wheeler St #258, Seattle, WA 98199, USA","America/Los_Angeles","-7","3213","West Wheeler Street","258","Seattle","98199","Washington","WA","United States","US","47.6399131","-122.3990518","","","","","","","","","","","","","private","","","","","","","","","","","","","godaddy_nameserver,microsoft_exchange_online,microsoft_office_365,google_maps","","https://yourdigitalrights.org/d/sawyerlists.com","47.6399131,-122.3990518"
"sbfe.org","ccpa@sbfe.org;info@sbfe.org;ccpa@sbfe.org","SBFE","","","+1 855-497-3638,+1 866-785-0429,+1 800-382-6228,+1 800-727-8495","20600 Chagrin Blvd # 803, Cleveland, OH 44122, USA","","","sbfe.org","","","+1 855-497-3638,+1 866-785-0429,+1 800-382-6228,+1 800-727-8495","ccpa@sbfe.org,info@sbfe.org","Financials","Diversified Financials","Diversified Financial Services","Financial Services","61","52","Financial Services,B2B,SAAS","SBFE is a trade organization that advocates for the safe growth of small business in the commercial lending industry.","","20600 Chagrin Blvd # 803, Cleveland, OH 44122, USA","America/New_York","-4","20600","Chagrin Boulevard","# 803","Cleveland","44122","Ohio","OH","United States","US","41.4638687","-81.5342778","https://logo.clearbit.com/sbfe.org","","company/sbfe","sbfe_llc","7.51E+17","","1","13","Shaker Heights, OH","https://t.co/pryefKUXAW","https://pbs.twimg.com/profile_images/897493789870370817/oteLGeE2_normal.jpg","","nonprofit","","","","","1236452","15","11-50","","","","$1M-$10M","","godaddy_nameserver,typekit_by_adobe,microsoft_exchange_online,outlook,microsoft_office_365,recaptcha,google_analytics,hotjar,salesforce,aws_iam","","https://yourdigitalrights.org/d/sbfe.org","41.4638687,-81.5342778"
"paynetonline.com","usprivacy@equifax.com","Knowledge Works Inc. d/b/a PayNet","www.equifax.com/personal/my-privacy/","","","1550 Peachtree Street, N.W., Atlanta GA, 30309, USA","","","paynetonline.com","sbinsights.net","","","","Financials","Diversified Financial Services","Diversified Financial Services","Financial Services","61","52","Credit,Finance,Insurance,Consulting,Telecommunications,Professional Services,Agency,Financial Services,B2B,B2C,SAAS","PayNet is a company that provides powerful small business lending analytics and tools to help lenders identify growth opportunities, mitigate portfolio risk, and forecast default rates. They track lending and default data on over 22 million small busin...","1999","5750 Old Orchard Rd #250, Skokie, IL 60077, USA","America/Chicago","-6","5750","Old Orchard Road","250","Skokie","60077","Illinois","IL","United States","US","42.0631872","-87.7695277","","","company/paynet-inc-","","","","","","","","","organization/paynet-inc","private","","","","","2165874","150","51-250","","","","$10M-$50M","","hubspot,microsoft_project,pentaho,salesforce,quickbooks,mysql","undefined","undefined","42.0631872,-87.7695277"
"scanbuy.com","privacy@scanbuy.com;support@scanbuy.com;careers@scanbuy.com;privacy@scanbuy.com","Scanbuy","","","+1 212-278-0178,+34 917 94 20 60,+1 844-297-7265,+1 844-297-4013;+1 212-278-0178","10 E 39th St, New York, NY 10016, USA","","Scanbuy Inc","scanbuy.com","bidi.es","","+1 212-278-0178,+34 917 94 20 60,+1 844-297-7265,+1 844-297-4013","privacy@scanbuy.com,support@scanbuy.com,careers@scanbuy.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","54","Information Technology & Services,Technology,Marketing & Advertising,SAAS,B2B,Mobile","Scanbuy is the leading QR code service provider helping brands power a new generation of mobile relationships.  Contact Scanbuy today 212-278-0178!","2000","10 E 39th St, New York, NY 10016, USA","America/New_York","-4","10","East 39th Street","","New York","10016","New York","NY","United States","US","40.7510646","-73.9816089","https://logo.clearbit.com/scanbuy.com","scanlife","company/scanbuy","ScanLife","17427487","Global leader in providing mobile relationship management solutions for brands, agencies and retailers.","13174","1454","New York, NY","https://t.co/TioSHpuN03","https://pbs.twimg.com/profile_images/1215377086459740161/OaFtchqi_normal.jpg","organization/scanbuy","private","","","+1 212-278-0178","","1818257","75","51-250","","","","$10M-$50M","12","rackspace_email,aws_route_53,microsoft_exchange_online,outlook,microsoft_office_365,nginx,google_tag_manager,recaptcha,google_maps,google_analytics,aws_iam","","https://yourdigitalrights.org/d/scanbuy.com","40.7510646,-73.9816089"
"scileads.com","privacy@scileads.com","SciLeads","","","","12-16 Bridge St, Belfast BT1 1LS, UK","","SciLeads Ltd","scileads.com","","","","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS","","2014","12-16 Bridge St, Belfast BT1 1LS, UK","Europe/London","1","12-16","Bridge Street","","Belfast","BT1 1LS","Belfast","","United Kingdom","GB","54.6002011","-5.9272943","","","company/scileads","","","","","","","","","","private","","","","","230916","30","11-50","","","","$1M-$10M","","google_apps,aws_route_53,mailchimp,microsoft_office_365,google_analytics,mandrill,google_tag_manager,mailgun","","https://yourdigitalrights.org/d/scileads.com","54.6002011,-5.9272943"
"scrapingrobot.com","support@scrapingrobot.com","Scraping Robot","","","+1 402-475-5100","440 N 8th St #110, Lincoln, NE 68508, USA","","Scrapingrobot LLC","scrapingrobot.com","","","+1 402-475-5100","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services","Scraping Robot provides high quality web scraping at a fraction of the cost of our competitors. Sign up today and get 5000 free scrapes!","","440 N 8th St #110, Lincoln, NE 68508, USA","America/Chicago","-5","440","North 8th Street","110","Lincoln","68508","Nebraska","NE","United States","US","40.8176869","-96.7095538","https://logo.clearbit.com/scrapingrobot.com","","company/scraping-robot","ScrapingRobot","1.09E+18","Quality web scraping at a fraction of the cost. Get started today with 5000 free scrapes!","23","0","","https://t.co/STEyqGp9rP","https://pbs.twimg.com/profile_images/1169954499299090435/DZaG5wQG_normal.png","","private","","","","","214683","5","1-10","","","","$0-$1M","","google_apps,cloud_flare,freshdesk,wordpress,instagram,hubspot,piwik,google_analytics,google_tag_manager","","https://yourdigitalrights.org/d/scrapingrobot.com","40.8176869,-96.7095538"
"seamless.ai","info@seamless.ai;info@seamless.AI;pr@seamlesscontacts.com;help@success.seamless.ai;info@seamlesscontacts.com;privacy@seamlessleads.com","Seamless.AI","","","+1 440-479-8375;+1 614-636-2791","1275 Kinnear Rd, Columbus, OH 43212, USA","","Seamless Contacts Inc","seamless.ai","seamlessleads.co,10xrei.com,10xrer.com,seamlesscontacts.com,seamlessaiexpert.com,seamlessaisales.com,youwantitgogetit.com,seemless.ai,seamlessinvites.com","","+1 614-636-2791","info@seamless.ai,info@seamless.AI,pr@seamlesscontacts.com,help@success.seamless.ai,info@seamlesscontacts.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,SAAS,B2B","Access millions of B2B profiles and contact info at Seamless.AI. Try it free today!","2014","1275 Kinnear Rd, Columbus, OH 43212, USA","America/New_York","-4","1275","Kinnear Road","","Columbus","43212","Ohio","OH","United States","US","39.9970668","-83.0425146","https://logo.clearbit.com/seamless.ai","seamlessai","company/3184655","SeamlessAI","7.41E+17","Seamless.AI is your personal sales assistant, powered by artificial intelligence. For beta access, please visit https://t.co/Aj3AOwMC2q. #sales","446","215","Columbus, OH","https://t.co/eZpmKwq5sq","https://pbs.twimg.com/profile_images/753216291553632256/yrPqCbC-_normal.jpg","organization/seamless-contacts-2","private","","824218356","+1 440-479-8375","6574","18313","120","51-250","","","","$10M-$50M","12","express,sendgrid,google_analytics,hotjar,amazon_ses,google_tag_manager,godaddy_nameserver,bing_advertiser,facebook_advertiser,chili_piper,attribution,stripe,salesforce,rabbitmq,mongodb,turn,woo_commerce,mysql,oracle_hyperion,dropbox","","https://yourdigitalrights.org/d/seamless.ai","39.9970668,-83.0425146"
"searchbug.com","support@searchbug.com","SearchBug","http://www.searchbug.com/privacy.aspx","","760-454-7301 ; 8;+1 800-990-2939,+1 760-652-4050,+1 760-454-7341,+1 760-454-7301,+1 212-777-1234","2101 Las Palmas Dr #E, Carlsbad, CA 92011-1521, US","","Searchbug Inc","searchbug.com","searchbug.net,searchbug.org,bestpeoplesearch.com","","+1 800-990-2939,+1 760-652-4050,+1 760-454-7341,+1 760-454-7301,+1 212-777-1234","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Web Services & Apps,B2C,B2B","Find people & search contact info on over 91% of US Adults. Locate names, addresses, phone numbers & email. Get your first people search free.","1995","2101 Las Palmas Dr #E, Carlsbad, CA 92011-1521, US","America/Los_Angeles","-7","2101","Las Palmas Dr","E","Carlsbad","92011","California","CA","United States","US","33.11714","-117.27476","https://logo.clearbit.com/searchbug.com","","company/searchbug-inc.","searchbug","56457869","Verify, update, and append customer lists and customer contact data including names, addresses, phone numbers, and email addresses. Plus TCPA compliant tools.","1682","2853","Carlsbad California 92011","https://t.co/i4q6JqFt4T","https://pbs.twimg.com/profile_images/837805077523881984/2mloyV9M_normal.jpg","","private","","","","104432","274814","5","1-10","","","","$0-$1M","","facebook_advertiser,google_remarketing,asp_net,google_analytics,facebook_connect,google_tag_manager,taboola_ads,conversio,bluekai,rubicon_project,appnexus,github,zedo,openx,mediamath,dstillery,aggregate_knowledge,pubmatic","","https://yourdigitalrights.org/d/searchbug.com","33.11714,-117.27476"
"searchpeoplefree.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://yourdigitalrights.org/d/searchpeoplefree.com","undefined"
"searchquarry.com","","SearchQuarry.com","","","+1 800-859-7375,+1 256-741-1500,+1 256-741-1540,+1 205-278-1700,+1 205-714-3830,+1 205-278-1960,+1 205-716-2900,+1 205-714-4002,+1 205-278-2030,+1 205-208-7170","Sofia, Bulgaria","","Search Quarry LLC","searchquarry.com","","","+1 800-859-7375,+1 256-741-1500,+1 256-741-1540,+1 205-278-1700,+1 205-714-3830,+1 205-278-1960,+1 205-716-2900,+1 205-714-4002,+1 205-278-2030,+1 205-208-7170","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Technology,Internet,Security,B2C,B2B","Search by name, phone number, license plate number, or VIN. View background records, civil records, liens, contact info, & more.","2010","Sofia, Bulgaria","Europe/Sofia","3","","","","Sofia","","Sofia City Province","","Bulgaria","BG","42.6977082","23.3218675","https://logo.clearbit.com/searchquarry.com","searchquarry","company/search-quarry","SearchQuarry","4831297109","","4668","30","","","https://pbs.twimg.com/profile_images/689976647643176960/rGIqhdAM_normal.jpg","","private","","","","42269","141618","5","1-10","","","","$0-$1M","","new_relic,aws_route_53,zendesk,double_click,microsoft_exchange_online,google_adsense,outlook,microsoft_office_365,wordpress,google_remarketing,google_adwords,amazon_ses,facebook_connect,google_tag_manager,facebook_like_button,bing_advertiser,facebook_advertiser,google_analytics,conversio,rubicon_project,pubmatic,aws_iam","","https://yourdigitalrights.org/d/searchquarry.com","42.6977082,23.3218675"
"seekout.com","legal@seekout.com","ZipStorm Inc.","www.seekout.com/privacy","","","1100 112th Ave NE, Suite 150, Bellevue WA, 98004, USA","","","seekout.com","seekout.app,seekout.io","","","","Industrials","Commercial & Professional Services","Professional Services","Human Resource & Employment Services","89","56","Information Technology & Services,Agency,Executive Development,Staffing & Recruiting,Employment,Consulting & Professional Services,Technology,B2B,SAAS","SeekOut is a company that empowers great people and companies to grow together. They provide actionable insights at every step of the talent journey. SeekOut helps organizations find the right candidates for open roles, develop their teams, and improve...","2017","1110 112th Ave NE, Bellevue, WA 98004, USA","America/Los_Angeles","-8","1110","112th Avenue Northeast","","Bellevue","98004","Washington","WA","United States","US","47.6203821","-122.1904837","https://logo.clearbit.com/seekout.com","","company/seek0ut","seekouthq","902641988255662081","Grow the talent you have. Find the talent you need.","794","156","Bellevue, WA","https://t.co/WROWZNdt94","https://pbs.twimg.com/profile_images/1597365079347171329/YdP2oq2A_normal.jpg","organization/seekout","private","","475082288","+1 425-894-8214","106381","271255","259","251-1K","","188600000","","$10M-$50M","1","live_chat,sixsense,bing_advertiser,google_analytics,salesforce,microsoft_office_365,mandrill,microsoft_exchange_online,facebook_advertiser,google_tag_manager,marketo,visual_website_optimizer,outlook","","https://yourdigitalrights.org/d/seekout.com","47.6203821,-122.1904837"
"seekout.io","privacy@seekout.io","Seekout","","","","2010 156th Ave NE #210, Bellevue, WA 98007, USA","","","seekout.com","seekout.io","","","","","","","","","","","","","2010 156th Ave NE #210, Bellevue, WA 98007, USA","America/Los_Angeles","-7","2010","156th Avenue Northeast","210","Bellevue","98007","Washington","WA","United States","US","47.6291754","-122.1308383","","","company/seekout-s.r.l.","AskSeekout","8.63E+17","","0","0","","https://t.co/aFXhvj3nWE","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","organization/seekout","private","","","","199100","342452","","","","73200000","","","","microsoft_exchange_online,outlook","","https://yourdigitalrights.org/d/seekout.io","47.6291754,-122.1308383"
"semasio.com","info@semasio.com;recruiting@semasio.com;jobs@semasio.com;info@semasio.com;privacy@semasio.com","Semasio","","","+49 8333 678688","Eppendorfer Weg 285, 20251 Hamburg, Germany","","","semasio.com","semasio.eu","","+49 8333 678688","recruiting@semasio.com,jobs@semasio.com,info@semasio.com,privacy@semasio.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Web Services & Apps,SAAS,B2B,Enterprise","The days of “black box” targeting platforms are ending – gain complete control, transparency and ownership of your custom audience creation with Semasio.","2010","Eppendorfer Weg 285, 20251 Hamburg, Germany","Europe/Berlin","2","285","Eppendorfer Weg","","Hamburg","20251","Hamburg","HH","Germany","DE","53.5850415","9.980675","https://logo.clearbit.com/semasio.com","semasiogmbh","company/semasio","semasio","32167229","Gimme your spam!","7","5","","","https://pbs.twimg.com/profile_images/141792461/semasio_normal.jpg","organization/semasio","private","","","","","490599","30","11-50","","717700","","$1M-$10M","","microsoft_exchange_online,outlook,microsoft_office_365,hotjar,google_tag_manager,hubspot,google_analytics,wrike,rabbitmq,apache_cassandra,apache_spark,mongodb,apache_hadoop,salesforce,postgresql,cloudera,mysql","","https://yourdigitalrights.org/d/semasio.com","53.5850415,9.980675"
"semcasting.com","privacychoice@semcasting.com;privacychoice@semcasting.com;unsubscribe@semcasting.com;info@semcasting.com","Semcasting","","","+1 978-684-7580,+1 978-684-7585,+1 716-332-7070,+1 716-362-2320,+1 888-401-0387,+1 212-768-7277;+1 978-684-7580","41 High St, North Andover, MA 01845, USA","","","semcasting.com","transparencyai.com,smartzones.mobi,semcasting.me,smartzones.me,semcasting.org,semcasting.us,smartzones.biz,semcasting.net,semcasting.info,semcasting.mobi","","+1 978-684-7580,+1 978-684-7585,+1 716-332-7070,+1 716-362-2320,+1 888-401-0387,+1 212-768-7277","privacychoice@semcasting.com,unsubscribe@semcasting.com,info@semcasting.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","54","Information Technology & Services,Technology,Marketing & Advertising,SAAS,B2B","Semcasting provides marketers with data and audience targeting solutions that reach nearly 100% of online home, education, and business users.","2009","41 High St, North Andover, MA 01845, USA","America/New_York","-4","41","High Street","","North Andover","1845","Massachusetts","MA","United States","US","42.70197","-71.125086","https://logo.clearbit.com/semcasting.com","semcasting","company/semcasting-inc","Semcasting","67323033","Semcasting provides #marketers with #Data and #AudienceTargeting solutions that reach nearly 100% of online home, education, and business users.","1100","2842","North Andover, MA","https://t.co/X5sPS2ngKT","https://pbs.twimg.com/profile_images/1139176033628884994/BUX5DJjT_normal.png","organization/semcasting","private","","270969578","+1 978-684-7580","199293","949701","60","51-250","","","","$10M-$50M","","google_apps,pardot,godaddy_nameserver,sendgrid,wordpress,gravity_forms,google_tag_manager,apache,hubspot,google_analytics,salesforce,quickbooks,oracle_data_integrator,db2,apache_tomcat,atlassian_jira,bluekai,rubicon_project,microsoft_dynamics,gotomeeting,appnexus,netsuite,apache_http_server,hootsuite,netsuite_crm,aggregate_knowledge,sap_crystal_reports,oracle_crm,apache_hadoop,postgresql,mysql","","https://yourdigitalrights.org/d/semcasting.com","42.70197,-71.125086"
"sentilink.com","privacy@sentilink.com;info@sentilink.com;privacy@sentilink.com","SentiLink","","","","171 2nd St, San Francisco, CA 94105, USA","","SentiLink Corp.","sentilink.com","","","","privacy@sentilink.com,info@sentilink.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,SAAS,B2B,Enterprise","SentiLink's solutions enable real-time decisions about identity without adding friction to the onboarding experience.","","171 2nd St, San Francisco, CA 94105, USA","America/Los_Angeles","-7","171","2nd Street","","San Francisco","94105","California","CA","United States","US","37.7872658","-122.3985428","https://logo.clearbit.com/sentilink.com","","company/sentilink","SentiLink","8.96E+17","","133","38","San Francisco, CA","https://t.co/mW0meLmUN1","https://pbs.twimg.com/profile_images/1145839189784592389/QLZJB7i3_normal.png","","private","","","","","625012","30","11-50","","14000000","","$1M-$10M","","google_apps,aws_route_53,lever,cloud_flare,hubspot,google_analytics,amazon_ses,piwik","","https://yourdigitalrights.org/d/sentilink.com","37.7872658,-122.3985428"
"sharelocalmedia.com","legal@sharelocalmedia.com","Share Local Media","privacy.sharelocalmedia.com/","","","44 Wall Street, 23rd Floor, New York NY, 10005, USA","","Share Local Media Inc","sharelocalmedia.com","sharelocalmedia.careers","","","legal@sharelocalmedia.com,privacy@sharelocalmedia.com","Consumer Discretionary","Media","Media","Advertising","73","54","Advertising & Marketing,Advertising,Advertising Management,Professional Services,Agency,Consulting & Professional Services,Marketing & Advertising,B2B,SAAS","Share Local Media is a rapidly growing startup reimagining the world of offline marketing for tech and e-commerce companies. They are a full-service direct mail agency, media program operator, and technology platform. Their programs are designed to gen...","2016","44 Wall St 23rd Floor, New York, NY 10005, USA","America/New_York","-5","44","Wall Street","23rd Floor","New York","10005","New York","NY","United States","US","40.706638","-74.0096598","https://logo.clearbit.com/sharelocalmedia.com","","company/share-local-media","ShareLocalMedi_","1451685552","SLM aims to reimagine the world of offline marketing for tech and e-commerce companies.
#marketing","3","30","New York, NY","https://t.co/zuSYSNpGvY","https://pbs.twimg.com/profile_images/1382651075841331202/WmxvKBFs_normal.jpg","organization/share-local-media","private","","","","","930576","90","51-250","","","","$10M-$50M","","google_tag_manager,recaptcha,mailchimp,facebook_advertiser,facebook_connect,google_apps,google_analytics,aws_cloudwatch,aws_kinesis,salesforce","","https://yourdigitalrights.org/d/sharelocalmedia.com","40.706638,-74.0096598"
"sharethis.com","support@sharethis.com;pr@sharethis.com;hr@sharethis.com;data@sharethis.com;HR@ShareThis.com;privacy@sharethis.com;dpo@sharethis.com;privacy@ShareThis.com;data@ShareThis.com;support@ShareThis.com;privacy@sharethis.com","ShareThis","","","+1 800-272-1765;+1 415-298-3512","4005 Miranda Ave, Palo Alto, CA 94304-1228, US","","ShareThis Inc","sharethis.com","socialmediafeather.com,simplesharebuttons.com","","+1 800-272-1765","support@sharethis.com,pr@sharethis.com,hr@sharethis.com,data@sharethis.com,HR@ShareThis.com,privacy@sharethis.com,dpo@sharethis.com,privacy@ShareThis.com,data@ShareThis.com,support@ShareThis.com","Information Technology","Software & Services","Internet Software & Services","Internet","87","54","Internet,Technology,Web Services & Apps,SAAS,B2C,Mobile","Website Tools to grow your online audience. Data Solutions that create engaging customer connections. Privacy Tools for consent management and GDPR compliance.","2007","4005 Miranda Ave, Palo Alto, CA 94304-1228, US","America/Los_Angeles","-7","4005","Miranda Ave","","Palo Alto","94304","California","CA","United States","US","37.39983","-122.13597","https://logo.clearbit.com/sharethis.com","sharethis","company/sharethis","ShareThis","14116807","Unlocking the Power of Global Digital Behavior","2053130","4170","Palo Alto, CA","https://t.co/6tkMndB2Nc","https://pbs.twimg.com/profile_images/1362196076694892544/OcPY1Gcq_normal.jpg","organization/sharethis","private","","201536623","+1 415-298-3512","8970","10192","150","51-250","","85750000","","$10M-$50M","12","google_apps,aws_route_53,zendesk,quantcast,sendgrid,mixpanel,wordpress,google_analytics,salesforce,linked_in_advertiser,vimeo,recaptcha,google_tag_manager,stripe,quickbooks,oracle_data_integrator,db2,apache_tomcat,atlassian_jira,bluekai,appnexus,basecamp,teradata,apache_kafka,hbase,informatica,rabbitmq,oracle_business_intelligence,netsuite,aws_dynamodb,github,sap_concur,sap_crm,apache_cassandra,openx,microsoft_power_bi,apache_spark,iponweb_bidswitch,mongodb,cision,couchbase,oracle_weblogic,mediamath,dstillery,aggregate_knowledge,pubmatic,turn,hive,sugarcrm,microstrategy,apache_hadoop,adobe_marketing_cloud,sage_intacct,oracle_crm,couchdb,postgresql,cloudera,sybase,trello,mysql,dropbox","","https://yourdigitalrights.org/d/sharethis.com","37.39983,-122.13597"
"sharethrough.com","legal@sharethrough.com","Sharethrough Inc.","privacy-center.sharethrough.com/en/","","","5455 Av. de Gaspé #730, Montreal QC, H2T 3B3, Canada","","Sharethrough Inc","sharethrough.com","mypixel.com,calibratesf.com,districtm.net","","","legal@sharethrough.com,cs@sharethrough.com,pr@sharethrough.com","Information Technology","Software & Services","Internet Software & Services","Internet","89","51","Information Technology & Services,Publishers,Broadcasting,Information,Publishing,Internet,Web Search,Web & Client Portals,Technology,B2C,B2B,SAAS","Sharethrough is an omnichannel supply side platform underpinned by advanced RTB tech & enhanced ad experiences. We bring human centric technology to programmatic advertising. Founded in 2008, Sharethrough is the leading global native advertising platfo...","2008","840 Battery St, San Francisco, CA 94111, USA","America/Los_Angeles","-8","840","Battery Street","","San Francisco","94111","California","CA","United States","US","37.7992426","-122.4007343","https://logo.clearbit.com/sharethrough.com","sharethrough","company/sharethrough","sharethrough","18514015","Sharethrough is an omnichannel supply side platform underpinned by advanced RTB tech & enhanced ad experiences.","5476","1134","Montreal, Canada","https://t.co/USMH86TpMi","https://pbs.twimg.com/profile_images/1391755524639797248/SXq8XrRb_normal.jpg","organization/sharethrough","private","","262273684","+1 415-644-0054","27068","42212","171","51-250","","38000000","","$10M-$50M","","aws_route_53,google_tag_manager,hotjar,linked_in_advertiser,twitter_button,salesforce,mandrill,google_apps,amazon_s3,lever,google_analytics,splunk,stripe,appnexus,couchbase,dropbox,trello,sap_concur,rabbitmq,apache_hadoop,couchdb,openx,netsuite,hootsuite,oracle_peoplesoft,apache_tomcat,okta,the_trade_desk,mongodb,pubmatic,oracle_crm,alteryx,aws_kinesis,salesforce_marketing_cloud,fortinet,apache_spark,rubicon_project,aws_redshift,google_search_appliance,bluekai,pivotal_tracker,github,microstrategy,netsuite_crm,quickbooks,postgresql,mysql,snowflake,paychex,aggregate_knowledge,atlassian_jira,hive,iponweb_bidswitch","","https://yourdigitalrights.org/d/sharethrough.com","37.7992426,-122.4007343"
"sheerid.com","greg.damon@sheerid.com","SheerID Inc.","","","","1300 SW 5th Avenue, Suite 2100, Portland OR, 97201, USA","","SheerID Inc","sheerid.com","sheerid.co.uk,sheerid.org,sheerid.info,sheerid.ca","","","","Consumer Discretionary","Consumer Durables & Apparel","Household Durables","Photography","50","42","Information Technology & Services,Photography,Industrial Equipment,Professional Supplies,Distribution and Wholesalers,Technology,Marketplace,B2B","SheerID is a leading digital verification platform that provides instant verification solutions for businesses to offer gated offers and experiences to high-value customer segments. By verifying identities in real-time, SheerID helps reduce fraud, mini...","2010","2451 Willamette St, Eugene, OR 97405-3166, US","America/Los_Angeles","-8","2451","Willamette St","","Eugene","97405","Oregon","OR","United States","US","44.03154","-123.09062","https://logo.clearbit.com/sheerid.com","sheeriddotcom","company/sheerid","SheerID","329928668","Creating instant trust in a digital world for the world's leading brands","7228","2430","Portland, OR","https://t.co/h9q6dnvQf3","https://pbs.twimg.com/profile_images/1414664398237421569/Zs9x69jA_normal.png","organization/sheerid","private","","452584917","+1 541-221-9504","6190","14321","270","251-1K","","96100000","","$10M-$50M","12","zendesk,google_tag_manager,wp_engine,microsoft_office_365,wordpress,typekit_by_adobe,sendgrid,cloud_flare,google_apps,google_maps,lever,appnexus,apache_http_server,couchbase,woo_commerce,trello,cision,dstillery,openx,atlassian_confluence,mediamath,hootsuite,sap_crystal_reports,apache_tomcat,basecamp,okta,the_trade_desk,mongodb,pubmatic,oracle_crm,rubicon_project,salesforce,sugarcrm,sage_intacct,bluekai,pivotal_tracker,github,quickbooks,unbounce,postgresql,mysql,adobe_marketing_cloud,aws_iam,aggregate_knowledge,atlassian_jira","","https://yourdigitalrights.org/d/sheerid.com","44.03154,-123.09062"
